Model,FPR,TPR
AdaBoost_Classifier,0.000121359223301,0.102920545849
AdaBoost_Classifier,0.000121359223301,0.103175615355
AdaBoost_Classifier,0.000121359223301,0.103430684862
AdaBoost_Classifier,0.000121359223301,0.103558219615
AdaBoost_Classifier,0.000121359223301,0.103813289121
AdaBoost_Classifier,0.000121359223301,0.104706032394
AdaBoost_Classifier,0.000161812297735,0.104706032394
AdaBoost_Classifier,0.000161812297735,0.105088636653
AdaBoost_Classifier,0.000161812297735,0.105471240913
AdaBoost_Classifier,0.000161812297735,0.107129192705
AdaBoost_Classifier,0.000161812297735,0.107384262211
AdaBoost_Classifier,0.000161812297735,0.110062492029
AdaBoost_Classifier,0.000161812297735,0.110317561536
AdaBoost_Classifier,0.000161812297735,0.110445096289
AdaBoost_Classifier,0.000161812297735,0.110700165795
AdaBoost_Classifier,0.000161812297735,0.11325086086
AdaBoost_Classifier,0.000161812297735,0.113505930366
AdaBoost_Classifier,0.000161812297735,0.115291416911
AdaBoost_Classifier,0.000202265372168,0.115291416911
AdaBoost_Classifier,0.000202265372168,0.117714577222
AdaBoost_Classifier,0.000242718446602,0.117714577222
AdaBoost_Classifier,0.000242718446602,0.120265272287
AdaBoost_Classifier,0.000242718446602,0.120520341793
AdaBoost_Classifier,0.000242718446602,0.121285550312
AdaBoost_Classifier,0.000242718446602,0.121540619819
AdaBoost_Classifier,0.000242718446602,0.122050758832
AdaBoost_Classifier,0.000242718446602,0.122433363091
AdaBoost_Classifier,0.000242718446602,0.124218849637
AdaBoost_Classifier,0.000242718446602,0.124473919143
AdaBoost_Classifier,0.000242718446602,0.124601453896
AdaBoost_Classifier,0.000242718446602,0.124984058156
AdaBoost_Classifier,0.000242718446602,0.126131870935
AdaBoost_Classifier,0.000242718446602,0.126386940441
AdaBoost_Classifier,0.000242718446602,0.127024614207
AdaBoost_Classifier,0.000242718446602,0.12753475322
AdaBoost_Classifier,0.000242718446602,0.127662287973
AdaBoost_Classifier,0.000242718446602,0.12791735748
AdaBoost_Classifier,0.000242718446602,0.130723122051
AdaBoost_Classifier,0.000242718446602,0.13110572631
AdaBoost_Classifier,0.000242718446602,0.131360795817
AdaBoost_Classifier,0.000242718446602,0.131743400077
AdaBoost_Classifier,0.000242718446602,0.131998469583
AdaBoost_Classifier,0.000242718446602,0.134676699401
AdaBoost_Classifier,0.000242718446602,0.134931768907
AdaBoost_Classifier,0.000242718446602,0.135696977426
AdaBoost_Classifier,0.000242718446602,0.135952046933
AdaBoost_Classifier,0.000242718446602,0.137227394465
AdaBoost_Classifier,0.000242718446602,0.137482463971
AdaBoost_Classifier,0.000242718446602,0.140798367555
AdaBoost_Classifier,0.000242718446602,0.141053437062
AdaBoost_Classifier,0.000242718446602,0.141691110828
AdaBoost_Classifier,0.000242718446602,0.141946180334
AdaBoost_Classifier,0.000242718446602,0.14334906262
AdaBoost_Classifier,0.000242718446602,0.143604132126
AdaBoost_Classifier,0.000242718446602,0.148705522255
AdaBoost_Classifier,0.000242718446602,0.148960591761
AdaBoost_Classifier,0.000242718446602,0.153169238618
AdaBoost_Classifier,0.000242718446602,0.153551842877
AdaBoost_Classifier,0.000242718446602,0.15444458615
AdaBoost_Classifier,0.000242718446602,0.154699655656
AdaBoost_Classifier,0.000242718446602,0.155082259916
AdaBoost_Classifier,0.000242718446602,0.155337329422
AdaBoost_Classifier,0.000242718446602,0.156485142201
AdaBoost_Classifier,0.000242718446602,0.156740211708
AdaBoost_Classifier,0.000242718446602,0.159801045785
AdaBoost_Classifier,0.000283171521036,0.159801045785
AdaBoost_Classifier,0.000283171521036,0.165285040173
AdaBoost_Classifier,0.000283171521036,0.165667644433
AdaBoost_Classifier,0.000283171521036,0.166177783446
AdaBoost_Classifier,0.000283171521036,0.166432852952
AdaBoost_Classifier,0.000283171521036,0.166687922459
AdaBoost_Classifier,0.000283171521036,0.167070526719
AdaBoost_Classifier,0.000283171521036,0.167198061472
AdaBoost_Classifier,0.000283171521036,0.167453130978
AdaBoost_Classifier,0.000283171521036,0.168090804744
AdaBoost_Classifier,0.000283171521036,0.168473409004
AdaBoost_Classifier,0.000283171521036,0.16949368703
AdaBoost_Classifier,0.000323624595469,0.16949368703
AdaBoost_Classifier,0.000323624595469,0.175232750925
AdaBoost_Classifier,0.000323624595469,0.175487820431
AdaBoost_Classifier,0.000323624595469,0.177145772223
AdaBoost_Classifier,0.000323624595469,0.177528376483
AdaBoost_Classifier,0.000323624595469,0.179951536794
AdaBoost_Classifier,0.000323624595469,0.1802066063
AdaBoost_Classifier,0.000323624595469,0.18058921056
AdaBoost_Classifier,0.000323624595469,0.180844280066
AdaBoost_Classifier,0.000323624595469,0.181992092845
AdaBoost_Classifier,0.000323624595469,0.182247162352
AdaBoost_Classifier,0.000323624595469,0.18454278791
AdaBoost_Classifier,0.000323624595469,0.184797857416
AdaBoost_Classifier,0.000323624595469,0.187221017727
AdaBoost_Classifier,0.000323624595469,0.187603621987
AdaBoost_Classifier,0.000323624595469,0.189644178039
AdaBoost_Classifier,0.000364077669903,0.189644178039
AdaBoost_Classifier,0.000364077669903,0.189771712792
AdaBoost_Classifier,0.000364077669903,0.190281851805
AdaBoost_Classifier,0.000364077669903,0.190536921311
AdaBoost_Classifier,0.000364077669903,0.196148450453
AdaBoost_Classifier,0.000404530744337,0.196148450453
AdaBoost_Classifier,0.000404530744337,0.197933936998
AdaBoost_Classifier,0.000404530744337,0.198189006504
AdaBoost_Classifier,0.000404530744337,0.19920928453
AdaBoost_Classifier,0.000404530744337,0.199464354036
AdaBoost_Classifier,0.000404530744337,0.202907792373
AdaBoost_Classifier,0.000404530744337,0.20316286188
AdaBoost_Classifier,0.00044498381877,0.20316286188
AdaBoost_Classifier,0.00044498381877,0.206988904476
AdaBoost_Classifier,0.000485436893204,0.206988904476
AdaBoost_Classifier,0.000485436893204,0.214768524423
AdaBoost_Classifier,0.000525889967638,0.214768524423
AdaBoost_Classifier,0.000525889967638,0.215916337202
AdaBoost_Classifier,0.000566343042071,0.215916337202
AdaBoost_Classifier,0.000566343042071,0.216171406708
AdaBoost_Classifier,0.000606796116505,0.216171406708
AdaBoost_Classifier,0.000606796116505,0.220380053565
AdaBoost_Classifier,0.000647249190939,0.220380053565
AdaBoost_Classifier,0.000647249190939,0.220635123071
AdaBoost_Classifier,0.000687702265372,0.220635123071
AdaBoost_Classifier,0.000687702265372,0.223695957148
AdaBoost_Classifier,0.000728155339806,0.223823491902
AdaBoost_Classifier,0.000728155339806,0.22535390894
AdaBoost_Classifier,0.000768608414239,0.22535390894
AdaBoost_Classifier,0.000768608414239,0.228159673511
AdaBoost_Classifier,0.000768608414239,0.228414743017
AdaBoost_Classifier,0.000768608414239,0.228669812524
AdaBoost_Classifier,0.000768608414239,0.22892488203
AdaBoost_Classifier,0.000768608414239,0.229945160056
AdaBoost_Classifier,0.000768608414239,0.230327764316
AdaBoost_Classifier,0.000768608414239,0.230837903329
AdaBoost_Classifier,0.000809061488673,0.230837903329
AdaBoost_Classifier,0.000809061488673,0.230965438082
AdaBoost_Classifier,0.000809061488673,0.231220507588
AdaBoost_Classifier,0.000809061488673,0.23287845938
AdaBoost_Classifier,0.000809061488673,0.233388598393
AdaBoost_Classifier,0.000809061488673,0.235811758704
AdaBoost_Classifier,0.00088996763754,0.235811758704
AdaBoost_Classifier,0.00088996763754,0.237597245249
AdaBoost_Classifier,0.00088996763754,0.237852314756
AdaBoost_Classifier,0.000930420711974,0.237852314756
AdaBoost_Classifier,0.000930420711974,0.238107384262
AdaBoost_Classifier,0.000970873786408,0.238107384262
AdaBoost_Classifier,0.000970873786408,0.239382731794
AdaBoost_Classifier,0.00101132686084,0.239510266548
AdaBoost_Classifier,0.00101132686084,0.240147940314
AdaBoost_Classifier,0.00101132686084,0.24040300982
AdaBoost_Classifier,0.00105177993528,0.240530544573
AdaBoost_Classifier,0.00105177993528,0.240913148833
AdaBoost_Classifier,0.00105177993528,0.241168218339
AdaBoost_Classifier,0.00109223300971,0.241295753093
AdaBoost_Classifier,0.00109223300971,0.241550822599
AdaBoost_Classifier,0.00121359223301,0.241805892106
AdaBoost_Classifier,0.00121359223301,0.242060961612
AdaBoost_Classifier,0.00133495145631,0.242698635378
AdaBoost_Classifier,0.00133495145631,0.243336309144
AdaBoost_Classifier,0.00133495145631,0.243846448157
AdaBoost_Classifier,0.00133495145631,0.244229052417
AdaBoost_Classifier,0.00137540453074,0.24435658717
AdaBoost_Classifier,0.00137540453074,0.244611656676
AdaBoost_Classifier,0.00137540453074,0.245504399949
AdaBoost_Classifier,0.00137540453074,0.246142073715
AdaBoost_Classifier,0.00141585760518,0.246142073715
AdaBoost_Classifier,0.00141585760518,0.246269608468
AdaBoost_Classifier,0.00141585760518,0.246524677975
AdaBoost_Classifier,0.00141585760518,0.246652212728
AdaBoost_Classifier,0.00145631067961,0.246652212728
AdaBoost_Classifier,0.00145631067961,0.246907282234
AdaBoost_Classifier,0.00145631067961,0.247034816988
AdaBoost_Classifier,0.00149676375405,0.247034816988
AdaBoost_Classifier,0.00149676375405,0.247672490754
AdaBoost_Classifier,0.00149676375405,0.24792756026
AdaBoost_Classifier,0.00149676375405,0.248820303533
AdaBoost_Classifier,0.00153721682848,0.248820303533
AdaBoost_Classifier,0.00153721682848,0.249457977299
AdaBoost_Classifier,0.00161812297735,0.249457977299
AdaBoost_Classifier,0.00161812297735,0.249585512052
AdaBoost_Classifier,0.00165857605178,0.249585512052
AdaBoost_Classifier,0.00165857605178,0.249840581558
AdaBoost_Classifier,0.00165857605178,0.251753602857
AdaBoost_Classifier,0.00169902912621,0.251753602857
AdaBoost_Classifier,0.00169902912621,0.252136207116
AdaBoost_Classifier,0.00169902912621,0.252518811376
AdaBoost_Classifier,0.00169902912621,0.253028950389
AdaBoost_Classifier,0.00173948220065,0.253028950389
AdaBoost_Classifier,0.00173948220065,0.253284019895
AdaBoost_Classifier,0.00177993527508,0.253284019895
AdaBoost_Classifier,0.00177993527508,0.253921693662
AdaBoost_Classifier,0.00182038834951,0.253921693662
AdaBoost_Classifier,0.00182038834951,0.254176763168
AdaBoost_Classifier,0.00186084142395,0.254431832674
AdaBoost_Classifier,0.00186084142395,0.254686902181
AdaBoost_Classifier,0.00190129449838,0.254686902181
AdaBoost_Classifier,0.00190129449838,0.255069506441
AdaBoost_Classifier,0.00194174757282,0.255069506441
AdaBoost_Classifier,0.00194174757282,0.255579645453
AdaBoost_Classifier,0.00194174757282,0.25583471496
AdaBoost_Classifier,0.00194174757282,0.256217319219
AdaBoost_Classifier,0.00194174757282,0.256982527739
AdaBoost_Classifier,0.00194174757282,0.257237597245
AdaBoost_Classifier,0.00194174757282,0.257365131998
AdaBoost_Classifier,0.00198220064725,0.257365131998
AdaBoost_Classifier,0.00198220064725,0.257492666752
AdaBoost_Classifier,0.00202265372168,0.257747736258
AdaBoost_Classifier,0.00202265372168,0.258002805765
AdaBoost_Classifier,0.00202265372168,0.258257875271
AdaBoost_Classifier,0.00202265372168,0.258640479531
AdaBoost_Classifier,0.00202265372168,0.259150618544
AdaBoost_Classifier,0.00202265372168,0.259660757556
AdaBoost_Classifier,0.00202265372168,0.25978829231
AdaBoost_Classifier,0.00206310679612,0.25978829231
AdaBoost_Classifier,0.00206310679612,0.260170896569
AdaBoost_Classifier,0.00210355987055,0.260170896569
AdaBoost_Classifier,0.00210355987055,0.260425966076
AdaBoost_Classifier,0.00210355987055,0.261573778855
AdaBoost_Classifier,0.00214401294498,0.261573778855
AdaBoost_Classifier,0.00214401294498,0.261701313608
AdaBoost_Classifier,0.00218446601942,0.261701313608
AdaBoost_Classifier,0.00218446601942,0.26259405688
AdaBoost_Classifier,0.00218446601942,0.263104195893
AdaBoost_Classifier,0.00222491909385,0.263104195893
AdaBoost_Classifier,0.00222491909385,0.263614334906
AdaBoost_Classifier,0.00222491909385,0.263869404413
AdaBoost_Classifier,0.00226537216828,0.263869404413
AdaBoost_Classifier,0.00226537216828,0.265527356205
AdaBoost_Classifier,0.00230582524272,0.265527356205
AdaBoost_Classifier,0.00230582524272,0.265654890958
AdaBoost_Classifier,0.00234627831715,0.265654890958
AdaBoost_Classifier,0.00234627831715,0.265909960464
AdaBoost_Classifier,0.00234627831715,0.266165029971
AdaBoost_Classifier,0.00234627831715,0.266292564724
AdaBoost_Classifier,0.00234627831715,0.26693023849
AdaBoost_Classifier,0.00242718446602,0.267440377503
AdaBoost_Classifier,0.00242718446602,0.267567912256
AdaBoost_Classifier,0.00246763754045,0.267695447009
AdaBoost_Classifier,0.00250809061489,0.267950516516
AdaBoost_Classifier,0.00250809061489,0.268715725035
AdaBoost_Classifier,0.00250809061489,0.269736003061
AdaBoost_Classifier,0.00250809061489,0.270628746333
AdaBoost_Classifier,0.00250809061489,0.270756281087
AdaBoost_Classifier,0.00254854368932,0.271138885346
AdaBoost_Classifier,0.00254854368932,0.271393954853
AdaBoost_Classifier,0.00254854368932,0.272159163372
AdaBoost_Classifier,0.00254854368932,0.272414232878
AdaBoost_Classifier,0.00254854368932,0.273051906645
AdaBoost_Classifier,0.00258899676375,0.273051906645
AdaBoost_Classifier,0.00258899676375,0.273434510904
AdaBoost_Classifier,0.00262944983819,0.274327254177
AdaBoost_Classifier,0.00266990291262,0.274582323683
AdaBoost_Classifier,0.00271035598706,0.274964927943
AdaBoost_Classifier,0.00271035598706,0.275219997449
AdaBoost_Classifier,0.00275080906149,0.275219997449
AdaBoost_Classifier,0.00283171521036,0.275985205969
AdaBoost_Classifier,0.00283171521036,0.276367810228
AdaBoost_Classifier,0.00287216828479,0.27764315776
AdaBoost_Classifier,0.00291262135922,0.27764315776
AdaBoost_Classifier,0.00291262135922,0.27802576202
AdaBoost_Classifier,0.00295307443366,0.27802576202
AdaBoost_Classifier,0.00295307443366,0.27840836628
AdaBoost_Classifier,0.00299352750809,0.27840836628
AdaBoost_Classifier,0.00299352750809,0.278663435786
AdaBoost_Classifier,0.00307443365696,0.278663435786
AdaBoost_Classifier,0.00311488673139,0.279173574799
AdaBoost_Classifier,0.00315533980583,0.279173574799
AdaBoost_Classifier,0.00315533980583,0.279938783318
AdaBoost_Classifier,0.00319579288026,0.279938783318
AdaBoost_Classifier,0.00323624595469,0.280066318072
AdaBoost_Classifier,0.00323624595469,0.280576457085
AdaBoost_Classifier,0.00327669902913,0.280576457085
AdaBoost_Classifier,0.00327669902913,0.281341665604
AdaBoost_Classifier,0.00327669902913,0.281724269864
AdaBoost_Classifier,0.00331715210356,0.281724269864
AdaBoost_Classifier,0.00331715210356,0.281851804617
AdaBoost_Classifier,0.00335760517799,0.281851804617
AdaBoost_Classifier,0.00335760517799,0.28197933937
AdaBoost_Classifier,0.00339805825243,0.282999617396
AdaBoost_Classifier,0.00339805825243,0.283382221655
AdaBoost_Classifier,0.00339805825243,0.284147430175
AdaBoost_Classifier,0.00347896440129,0.284530034434
AdaBoost_Classifier,0.00347896440129,0.284785103941
AdaBoost_Classifier,0.00355987055016,0.284785103941
AdaBoost_Classifier,0.0036003236246,0.284912638694
AdaBoost_Classifier,0.00364077669903,0.285805381967
AdaBoost_Classifier,0.00364077669903,0.286187986226
AdaBoost_Classifier,0.00368122977346,0.287208264252
AdaBoost_Classifier,0.0037216828479,0.287208264252
AdaBoost_Classifier,0.0037216828479,0.287335799005
AdaBoost_Classifier,0.0037216828479,0.287590868512
AdaBoost_Classifier,0.00376213592233,0.288228542278
AdaBoost_Classifier,0.00376213592233,0.288483611784
AdaBoost_Classifier,0.00380258899676,0.288483611784
AdaBoost_Classifier,0.00380258899676,0.288738681291
AdaBoost_Classifier,0.00380258899676,0.28950388981
AdaBoost_Classifier,0.00380258899676,0.289631424563
AdaBoost_Classifier,0.00380258899676,0.290141563576
AdaBoost_Classifier,0.0038430420712,0.290269098329
AdaBoost_Classifier,0.0038430420712,0.290524167836
AdaBoost_Classifier,0.0038430420712,0.290906772095
AdaBoost_Classifier,0.0038430420712,0.291289376355
AdaBoost_Classifier,0.00388349514563,0.291289376355
AdaBoost_Classifier,0.00388349514563,0.291671980615
AdaBoost_Classifier,0.00388349514563,0.291927050121
AdaBoost_Classifier,0.00388349514563,0.292054584874
AdaBoost_Classifier,0.00392394822006,0.292437189134
AdaBoost_Classifier,0.00392394822006,0.292947328147
AdaBoost_Classifier,0.00392394822006,0.293202397653
AdaBoost_Classifier,0.00392394822006,0.293585001913
AdaBoost_Classifier,0.00392394822006,0.293840071419
AdaBoost_Classifier,0.00392394822006,0.294350210432
AdaBoost_Classifier,0.0039644012945,0.294732814692
AdaBoost_Classifier,0.0039644012945,0.295498023211
AdaBoost_Classifier,0.0039644012945,0.295753092718
AdaBoost_Classifier,0.0039644012945,0.295880627471
AdaBoost_Classifier,0.00404530744337,0.295880627471
AdaBoost_Classifier,0.00404530744337,0.296135696977
AdaBoost_Classifier,0.0040857605178,0.296263231731
AdaBoost_Classifier,0.0040857605178,0.296390766484
AdaBoost_Classifier,0.00412621359223,0.296518301237
AdaBoost_Classifier,0.00412621359223,0.29702844025
AdaBoost_Classifier,0.00412621359223,0.29741104451
AdaBoost_Classifier,0.00412621359223,0.297666114016
AdaBoost_Classifier,0.00412621359223,0.298176253029
AdaBoost_Classifier,0.00412621359223,0.298303787782
AdaBoost_Classifier,0.00416666666667,0.298303787782
AdaBoost_Classifier,0.00416666666667,0.298686392042
AdaBoost_Classifier,0.0042071197411,0.298686392042
AdaBoost_Classifier,0.00428802588997,0.299068996301
AdaBoost_Classifier,0.00428802588997,0.299196531055
AdaBoost_Classifier,0.0043284789644,0.299196531055
AdaBoost_Classifier,0.00440938511327,0.299324065808
AdaBoost_Classifier,0.00440938511327,0.299706670068
AdaBoost_Classifier,0.00449029126214,0.299706670068
AdaBoost_Classifier,0.00449029126214,0.299834204821
AdaBoost_Classifier,0.00449029126214,0.30021680908
AdaBoost_Classifier,0.00449029126214,0.300471878587
AdaBoost_Classifier,0.004571197411,0.300471878587
AdaBoost_Classifier,0.00473300970874,0.300854482847
AdaBoost_Classifier,0.00473300970874,0.301109552353
AdaBoost_Classifier,0.00477346278317,0.301109552353
AdaBoost_Classifier,0.00477346278317,0.301364621859
AdaBoost_Classifier,0.00489482200647,0.301364621859
AdaBoost_Classifier,0.00489482200647,0.301874760872
AdaBoost_Classifier,0.00493527508091,0.302129830379
AdaBoost_Classifier,0.00493527508091,0.302384899885
AdaBoost_Classifier,0.00493527508091,0.302639969392
AdaBoost_Classifier,0.00493527508091,0.302767504145
AdaBoost_Classifier,0.00493527508091,0.303022573651
AdaBoost_Classifier,0.00493527508091,0.303150108405
AdaBoost_Classifier,0.00493527508091,0.303405177911
AdaBoost_Classifier,0.00493527508091,0.303787782171
AdaBoost_Classifier,0.00493527508091,0.303915316924
AdaBoost_Classifier,0.00493527508091,0.304425455937
AdaBoost_Classifier,0.00493527508091,0.30455299069
AdaBoost_Classifier,0.00493527508091,0.305063129703
AdaBoost_Classifier,0.00497572815534,0.305063129703
AdaBoost_Classifier,0.00497572815534,0.305445733963
AdaBoost_Classifier,0.00505663430421,0.305445733963
AdaBoost_Classifier,0.00505663430421,0.306083407729
AdaBoost_Classifier,0.00505663430421,0.306338477235
AdaBoost_Classifier,0.00505663430421,0.306466011988
AdaBoost_Classifier,0.00517799352751,0.306848616248
AdaBoost_Classifier,0.00521844660194,0.307358755261
