Model,Precision,Recall
Logistic_Regression,0.437917222964,0.437917222964
Logistic_Regression,0.438502673797,0.438502673797
Logistic_Regression,0.439089692102,0.439089692102
Logistic_Regression,0.439678284182,0.439678284182
Logistic_Regression,0.440268456376,0.440268456376
Logistic_Regression,0.440860215054,0.440860215054
Logistic_Regression,0.441453566622,0.441453566622
Logistic_Regression,0.44204851752,0.44204851752
Logistic_Regression,0.442645074224,0.442645074224
Logistic_Regression,0.443243243243,0.443243243243
Logistic_Regression,0.443843031123,0.443843031123
Logistic_Regression,0.444444444444,0.444444444444
Logistic_Regression,0.445047489824,0.445047489824
Logistic_Regression,0.445652173913,0.445652173913
Logistic_Regression,0.444897959184,0.444897959184
Logistic_Regression,0.445504087193,0.445504087193
Logistic_Regression,0.446111869031,0.446111869031
Logistic_Regression,0.446721311475,0.446721311475
Logistic_Regression,0.447332421341,0.447332421341
Logistic_Regression,0.447945205479,0.447945205479
Logistic_Regression,0.448559670782,0.448559670782
Logistic_Regression,0.449175824176,0.449175824176
Logistic_Regression,0.449793672627,0.449793672627
Logistic_Regression,0.45041322314,0.45041322314
Logistic_Regression,0.451034482759,0.451034482759
Logistic_Regression,0.451657458564,0.451657458564
Logistic_Regression,0.452282157676,0.452282157676
Logistic_Regression,0.452908587258,0.452908587258
Logistic_Regression,0.453536754508,0.453536754508
Logistic_Regression,0.454166666667,0.454166666667
Logistic_Regression,0.453407510431,0.453407510431
Logistic_Regression,0.454038997214,0.454038997214
Logistic_Regression,0.453277545328,0.453277545328
Logistic_Regression,0.453910614525,0.453910614525
Logistic_Regression,0.453146853147,0.453146853147
Logistic_Regression,0.453781512605,0.453781512605
Logistic_Regression,0.454417952314,0.454417952314
Logistic_Regression,0.455056179775,0.455056179775
Logistic_Regression,0.455696202532,0.455696202532
Logistic_Regression,0.456338028169,0.456338028169
Logistic_Regression,0.456981664316,0.456981664316
Logistic_Regression,0.457627118644,0.457627118644
Logistic_Regression,0.458274398868,0.458274398868
Logistic_Regression,0.458923512748,0.458923512748
Logistic_Regression,0.459574468085,0.459574468085
Logistic_Regression,0.460227272727,0.460227272727
Logistic_Regression,0.459459459459,0.459459459459
Logistic_Regression,0.460113960114,0.460113960114
Logistic_Regression,0.459343794579,0.459343794579
Logistic_Regression,0.46,0.46
Logistic_Regression,0.460658082976,0.460658082976
Logistic_Regression,0.461318051576,0.461318051576
Logistic_Regression,0.461979913917,0.461979913917
Logistic_Regression,0.462643678161,0.462643678161
Logistic_Regression,0.463309352518,0.463309352518
Logistic_Regression,0.463976945245,0.463976945245
Logistic_Regression,0.464646464646,0.464646464646
Logistic_Regression,0.465317919075,0.465317919075
Logistic_Regression,0.465991316932,0.465991316932
Logistic_Regression,0.466666666667,0.466666666667
Logistic_Regression,0.467343976778,0.467343976778
Logistic_Regression,0.468023255814,0.468023255814
Logistic_Regression,0.468704512373,0.468704512373
Logistic_Regression,0.467930029155,0.467930029155
Logistic_Regression,0.468613138686,0.468613138686
Logistic_Regression,0.469298245614,0.469298245614
Logistic_Regression,0.469985358712,0.469985358712
Logistic_Regression,0.470674486804,0.470674486804
Logistic_Regression,0.471365638767,0.471365638767
Logistic_Regression,0.472058823529,0.472058823529
Logistic_Regression,0.472754050074,0.472754050074
Logistic_Regression,0.473451327434,0.473451327434
Logistic_Regression,0.472673559823,0.472673559823
Logistic_Regression,0.473372781065,0.473372781065
Logistic_Regression,0.474074074074,0.474074074074
Logistic_Regression,0.474777448071,0.474777448071
Logistic_Regression,0.475482912333,0.475482912333
Logistic_Regression,0.47619047619,0.47619047619
Logistic_Regression,0.476900149031,0.476900149031
Logistic_Regression,0.477611940299,0.477611940299
Logistic_Regression,0.478325859492,0.478325859492
Logistic_Regression,0.479041916168,0.479041916168
Logistic_Regression,0.47976011994,0.47976011994
Logistic_Regression,0.48048048048,0.48048048048
Logistic_Regression,0.481203007519,0.481203007519
Logistic_Regression,0.481927710843,0.481927710843
Logistic_Regression,0.482654600302,0.482654600302
Logistic_Regression,0.483383685801,0.483383685801
Logistic_Regression,0.484114977307,0.484114977307
Logistic_Regression,0.484848484848,0.484848484848
Logistic_Regression,0.485584218513,0.485584218513
Logistic_Regression,0.48632218845,0.48632218845
Logistic_Regression,0.487062404871,0.487062404871
Logistic_Regression,0.487804878049,0.487804878049
Logistic_Regression,0.488549618321,0.488549618321
Logistic_Regression,0.489296636086,0.489296636086
Logistic_Regression,0.490045941807,0.490045941807
Logistic_Regression,0.490797546012,0.490797546012
Logistic_Regression,0.491551459293,0.491551459293
Logistic_Regression,0.492307692308,0.492307692308
Logistic_Regression,0.493066255778,0.493066255778
Logistic_Regression,0.493827160494,0.493827160494
Logistic_Regression,0.494590417311,0.494590417311
Logistic_Regression,0.493808049536,0.493808049536
Logistic_Regression,0.494573643411,0.494573643411
Logistic_Regression,0.495341614907,0.495341614907
Logistic_Regression,0.496111975117,0.496111975117
Logistic_Regression,0.496884735202,0.496884735202
Logistic_Regression,0.497659906396,0.497659906396
Logistic_Regression,0.4984375,0.4984375
Logistic_Regression,0.499217527387,0.499217527387
Logistic_Regression,0.5,0.5
Logistic_Regression,0.499215070644,0.499215070644
Logistic_Regression,0.5,0.5
Logistic_Regression,0.500787401575,0.500787401575
Logistic_Regression,0.501577287066,0.501577287066
Logistic_Regression,0.502369668246,0.502369668246
Logistic_Regression,0.503164556962,0.503164556962
Logistic_Regression,0.503961965135,0.503961965135
Logistic_Regression,0.503174603175,0.503174603175
Logistic_Regression,0.503974562798,0.503974562798
Logistic_Regression,0.504777070064,0.504777070064
Logistic_Regression,0.505582137161,0.505582137161
Logistic_Regression,0.506389776358,0.506389776358
Logistic_Regression,0.5072,0.5072
Logistic_Regression,0.508012820513,0.508012820513
Logistic_Regression,0.508828250401,0.508828250401
Logistic_Regression,0.509646302251,0.509646302251
Logistic_Regression,0.50885668277,0.50885668277
Logistic_Regression,0.509677419355,0.509677419355
Logistic_Regression,0.510500807754,0.510500807754
Logistic_Regression,0.511326860841,0.511326860841
Logistic_Regression,0.512155591572,0.512155591572
Logistic_Regression,0.512987012987,0.512987012987
Logistic_Regression,0.513821138211,0.513821138211
Logistic_Regression,0.513029315961,0.513029315961
Logistic_Regression,0.513866231648,0.513866231648
Logistic_Regression,0.514705882353,0.514705882353
Logistic_Regression,0.515548281506,0.515548281506
Logistic_Regression,0.514754098361,0.514754098361
Logistic_Regression,0.515599343186,0.515599343186
Logistic_Regression,0.516447368421,0.516447368421
Logistic_Regression,0.517298187809,0.517298187809
Logistic_Regression,0.518151815182,0.518151815182
Logistic_Regression,0.519008264463,0.519008264463
Logistic_Regression,0.519867549669,0.519867549669
Logistic_Regression,0.520729684909,0.520729684909
Logistic_Regression,0.521594684385,0.521594684385
Logistic_Regression,0.520798668885,0.520798668885
Logistic_Regression,0.521666666667,0.521666666667
Logistic_Regression,0.520868113523,0.520868113523
Logistic_Regression,0.521739130435,0.521739130435
Logistic_Regression,0.522613065327,0.522613065327
Logistic_Regression,0.523489932886,0.523489932886
Logistic_Regression,0.524369747899,0.524369747899
Logistic_Regression,0.525252525253,0.525252525253
Logistic_Regression,0.526138279933,0.526138279933
Logistic_Regression,0.527027027027,0.527027027027
Logistic_Regression,0.527918781726,0.527918781726
Logistic_Regression,0.528813559322,0.528813559322
Logistic_Regression,0.528013582343,0.528013582343
Logistic_Regression,0.528911564626,0.528911564626
Logistic_Regression,0.528109028961,0.528109028961
Logistic_Regression,0.529010238908,0.529010238908
Logistic_Regression,0.529914529915,0.529914529915
Logistic_Regression,0.530821917808,0.530821917808
Logistic_Regression,0.531732418525,0.531732418525
Logistic_Regression,0.53264604811,0.53264604811
Logistic_Regression,0.533562822719,0.533562822719
Logistic_Regression,0.534482758621,0.534482758621
Logistic_Regression,0.535405872193,0.535405872193
Logistic_Regression,0.536332179931,0.536332179931
Logistic_Regression,0.53726169844,0.53726169844
Logistic_Regression,0.538194444444,0.538194444444
Logistic_Regression,0.539130434783,0.539130434783
Logistic_Regression,0.540069686411,0.540069686411
Logistic_Regression,0.541012216405,0.541012216405
Logistic_Regression,0.541958041958,0.541958041958
Logistic_Regression,0.542907180385,0.542907180385
Logistic_Regression,0.543859649123,0.543859649123
Logistic_Regression,0.544815465729,0.544815465729
Logistic_Regression,0.545774647887,0.545774647887
Logistic_Regression,0.546737213404,0.546737213404
Logistic_Regression,0.547703180212,0.547703180212
Logistic_Regression,0.548672566372,0.548672566372
Logistic_Regression,0.549645390071,0.549645390071
Logistic_Regression,0.550621669627,0.550621669627
Logistic_Regression,0.551601423488,0.551601423488
Logistic_Regression,0.552584670232,0.552584670232
Logistic_Regression,0.553571428571,0.553571428571
Logistic_Regression,0.554561717352,0.554561717352
Logistic_Regression,0.555555555556,0.555555555556
Logistic_Regression,0.556552962298,0.556552962298
Logistic_Regression,0.557553956835,0.557553956835
Logistic_Regression,0.558558558559,0.558558558559
Logistic_Regression,0.559566787004,0.559566787004
Logistic_Regression,0.55877034358,0.55877034358
Logistic_Regression,0.559782608696,0.559782608696
Logistic_Regression,0.560798548094,0.560798548094
Logistic_Regression,0.561818181818,0.561818181818
Logistic_Regression,0.562841530055,0.562841530055
Logistic_Regression,0.563868613139,0.563868613139
Logistic_Regression,0.564899451554,0.564899451554
Logistic_Regression,0.565934065934,0.565934065934
Logistic_Regression,0.565137614679,0.565137614679
Logistic_Regression,0.566176470588,0.566176470588
Logistic_Regression,0.567219152855,0.567219152855
Logistic_Regression,0.568265682657,0.568265682657
Logistic_Regression,0.569316081331,0.569316081331
Logistic_Regression,0.57037037037,0.57037037037
Logistic_Regression,0.571428571429,0.571428571429
Logistic_Regression,0.57249070632,0.57249070632
Logistic_Regression,0.57355679702,0.57355679702
Logistic_Regression,0.574626865672,0.574626865672
Logistic_Regression,0.575700934579,0.575700934579
Logistic_Regression,0.576779026217,0.576779026217
Logistic_Regression,0.577861163227,0.577861163227
Logistic_Regression,0.578947368421,0.578947368421
Logistic_Regression,0.580037664783,0.580037664783
Logistic_Regression,0.579245283019,0.579245283019
Logistic_Regression,0.578449905482,0.578449905482
Logistic_Regression,0.579545454545,0.579545454545
Logistic_Regression,0.58064516129,0.58064516129
Logistic_Regression,0.58174904943,0.58174904943
Logistic_Regression,0.582857142857,0.582857142857
Logistic_Regression,0.583969465649,0.583969465649
Logistic_Regression,0.585086042065,0.585086042065
Logistic_Regression,0.584291187739,0.584291187739
Logistic_Regression,0.585412667946,0.585412667946
Logistic_Regression,0.586538461538,0.586538461538
Logistic_Regression,0.585741811175,0.585741811175
Logistic_Regression,0.584942084942,0.584942084942
Logistic_Regression,0.586073500967,0.586073500967
Logistic_Regression,0.587209302326,0.587209302326
Logistic_Regression,0.588349514563,0.588349514563
Logistic_Regression,0.589494163424,0.589494163424
Logistic_Regression,0.590643274854,0.590643274854
Logistic_Regression,0.591796875,0.591796875
Logistic_Regression,0.592954990215,0.592954990215
Logistic_Regression,0.594117647059,0.594117647059
Logistic_Regression,0.593320235756,0.593320235756
Logistic_Regression,0.594488188976,0.594488188976
Logistic_Regression,0.595660749507,0.595660749507
Logistic_Regression,0.596837944664,0.596837944664
Logistic_Regression,0.59801980198,0.59801980198
Logistic_Regression,0.599206349206,0.599206349206
Logistic_Regression,0.600397614314,0.600397614314
Logistic_Regression,0.601593625498,0.601593625498
Logistic_Regression,0.602794411178,0.602794411178
Logistic_Regression,0.604,0.604
Logistic_Regression,0.603206412826,0.603206412826
Logistic_Regression,0.604417670683,0.604417670683
Logistic_Regression,0.605633802817,0.605633802817
Logistic_Regression,0.60685483871,0.60685483871
Logistic_Regression,0.606060606061,0.606060606061
Logistic_Regression,0.607287449393,0.607287449393
Logistic_Regression,0.608519269777,0.608519269777
Logistic_Regression,0.609756097561,0.609756097561
Logistic_Regression,0.61099796334,0.61099796334
Logistic_Regression,0.612244897959,0.612244897959
Logistic_Regression,0.613496932515,0.613496932515
Logistic_Regression,0.614754098361,0.614754098361
Logistic_Regression,0.616016427105,0.616016427105
Logistic_Regression,0.615226337449,0.615226337449
Logistic_Regression,0.616494845361,0.616494845361
Logistic_Regression,0.615702479339,0.615702479339
Logistic_Regression,0.616977225673,0.616977225673
Logistic_Regression,0.618257261411,0.618257261411
Logistic_Regression,0.619542619543,0.619542619543
Logistic_Regression,0.620833333333,0.620833333333
Logistic_Regression,0.620041753653,0.620041753653
Logistic_Regression,0.621338912134,0.621338912134
Logistic_Regression,0.622641509434,0.622641509434
Logistic_Regression,0.623949579832,0.623949579832
Logistic_Regression,0.625263157895,0.625263157895
Logistic_Regression,0.626582278481,0.626582278481
Logistic_Regression,0.627906976744,0.627906976744
Logistic_Regression,0.627118644068,0.627118644068
Logistic_Regression,0.628450106157,0.628450106157
Logistic_Regression,0.629787234043,0.629787234043
Logistic_Regression,0.631130063966,0.631130063966
Logistic_Regression,0.632478632479,0.632478632479
Logistic_Regression,0.633832976445,0.633832976445
Logistic_Regression,0.6330472103,0.6330472103
Logistic_Regression,0.634408602151,0.634408602151
Logistic_Regression,0.635775862069,0.635775862069
Logistic_Regression,0.637149028078,0.637149028078
Logistic_Regression,0.636363636364,0.636363636364
Logistic_Regression,0.637744034707,0.637744034707
Logistic_Regression,0.639130434783,0.639130434783
Logistic_Regression,0.640522875817,0.640522875817
Logistic_Regression,0.64192139738,0.64192139738
Logistic_Regression,0.643326039387,0.643326039387
Logistic_Regression,0.644736842105,0.644736842105
Logistic_Regression,0.646153846154,0.646153846154
Logistic_Regression,0.647577092511,0.647577092511
Logistic_Regression,0.646799116998,0.646799116998
Logistic_Regression,0.648230088496,0.648230088496
Logistic_Regression,0.647450110865,0.647450110865
Logistic_Regression,0.648888888889,0.648888888889
Logistic_Regression,0.650334075724,0.650334075724
Logistic_Regression,0.651785714286,0.651785714286
Logistic_Regression,0.653243847875,0.653243847875
Logistic_Regression,0.654708520179,0.654708520179
Logistic_Regression,0.656179775281,0.656179775281
Logistic_Regression,0.657657657658,0.657657657658
Logistic_Regression,0.65914221219,0.65914221219
Logistic_Regression,0.658371040724,0.658371040724
Logistic_Regression,0.657596371882,0.657596371882
Logistic_Regression,0.659090909091,0.659090909091
Logistic_Regression,0.660592255125,0.660592255125
Logistic_Regression,0.662100456621,0.662100456621
Logistic_Regression,0.663615560641,0.663615560641
Logistic_Regression,0.665137614679,0.665137614679
Logistic_Regression,0.666666666667,0.666666666667
Logistic_Regression,0.665898617512,0.665898617512
Logistic_Regression,0.667436489607,0.667436489607
Logistic_Regression,0.666666666667,0.666666666667
Logistic_Regression,0.668213457077,0.668213457077
Logistic_Regression,0.66976744186,0.66976744186
Logistic_Regression,0.668997668998,0.668997668998
Logistic_Regression,0.668224299065,0.668224299065
Logistic_Regression,0.669789227166,0.669789227166
Logistic_Regression,0.671361502347,0.671361502347
Logistic_Regression,0.672941176471,0.672941176471
Logistic_Regression,0.672169811321,0.672169811321
Logistic_Regression,0.673758865248,0.673758865248
Logistic_Regression,0.675355450237,0.675355450237
Logistic_Regression,0.676959619952,0.676959619952
Logistic_Regression,0.678571428571,0.678571428571
Logistic_Regression,0.677804295943,0.677804295943
Logistic_Regression,0.679425837321,0.679425837321
Logistic_Regression,0.681055155875,0.681055155875
Logistic_Regression,0.680288461538,0.680288461538
Logistic_Regression,0.681927710843,0.681927710843
Logistic_Regression,0.683574879227,0.683574879227
Logistic_Regression,0.682808716707,0.682808716707
Logistic_Regression,0.684466019417,0.684466019417
Logistic_Regression,0.686131386861,0.686131386861
Logistic_Regression,0.687804878049,0.687804878049
Logistic_Regression,0.689486552567,0.689486552567
Logistic_Regression,0.691176470588,0.691176470588
Logistic_Regression,0.690417690418,0.690417690418
Logistic_Regression,0.692118226601,0.692118226601
Logistic_Regression,0.693827160494,0.693827160494
Logistic_Regression,0.695544554455,0.695544554455
Logistic_Regression,0.694789081886,0.694789081886
Logistic_Regression,0.696517412935,0.696517412935
Logistic_Regression,0.69825436409,0.69825436409
Logistic_Regression,0.6975,0.6975
Logistic_Regression,0.699248120301,0.699248120301
Logistic_Regression,0.701005025126,0.701005025126
Logistic_Regression,0.702770780856,0.702770780856
Logistic_Regression,0.704545454545,0.704545454545
Logistic_Regression,0.703797468354,0.703797468354
Logistic_Regression,0.703045685279,0.703045685279
Logistic_Regression,0.704834605598,0.704834605598
Logistic_Regression,0.704081632653,0.704081632653
Logistic_Regression,0.703324808184,0.703324808184
Logistic_Regression,0.705128205128,0.705128205128
Logistic_Regression,0.706940874036,0.706940874036
Logistic_Regression,0.708762886598,0.708762886598
Logistic_Regression,0.708010335917,0.708010335917
Logistic_Regression,0.709844559585,0.709844559585
Logistic_Regression,0.711688311688,0.711688311688
Logistic_Regression,0.7109375,0.7109375
Logistic_Regression,0.710182767624,0.710182767624
Logistic_Regression,0.712041884817,0.712041884817
Logistic_Regression,0.713910761155,0.713910761155
Logistic_Regression,0.715789473684,0.715789473684
Logistic_Regression,0.717678100264,0.717678100264
Logistic_Regression,0.719576719577,0.719576719577
Logistic_Regression,0.718832891247,0.718832891247
Logistic_Regression,0.718085106383,0.718085106383
Logistic_Regression,0.717333333333,0.717333333333
Logistic_Regression,0.719251336898,0.719251336898
Logistic_Regression,0.721179624665,0.721179624665
Logistic_Regression,0.720430107527,0.720430107527
Logistic_Regression,0.722371967655,0.722371967655
Logistic_Regression,0.721621621622,0.721621621622
Logistic_Regression,0.720867208672,0.720867208672
Logistic_Regression,0.720108695652,0.720108695652
Logistic_Regression,0.719346049046,0.719346049046
Logistic_Regression,0.72131147541,0.72131147541
Logistic_Regression,0.720547945205,0.720547945205
Logistic_Regression,0.722527472527,0.722527472527
Logistic_Regression,0.721763085399,0.721763085399
Logistic_Regression,0.723756906077,0.723756906077
Logistic_Regression,0.725761772853,0.725761772853
Logistic_Regression,0.727777777778,0.727777777778
Logistic_Regression,0.727019498607,0.727019498607
Logistic_Regression,0.72905027933,0.72905027933
Logistic_Regression,0.731092436975,0.731092436975
Logistic_Regression,0.733146067416,0.733146067416
Logistic_Regression,0.735211267606,0.735211267606
Logistic_Regression,0.737288135593,0.737288135593
Logistic_Regression,0.739376770538,0.739376770538
Logistic_Regression,0.738636363636,0.738636363636
Logistic_Regression,0.737891737892,0.737891737892
Logistic_Regression,0.737142857143,0.737142857143
Logistic_Regression,0.739255014327,0.739255014327
Logistic_Regression,0.741379310345,0.741379310345
Logistic_Regression,0.743515850144,0.743515850144
Logistic_Regression,0.745664739884,0.745664739884
Logistic_Regression,0.744927536232,0.744927536232
Logistic_Regression,0.747093023256,0.747093023256
Logistic_Regression,0.746355685131,0.746355685131
Logistic_Regression,0.745614035088,0.745614035088
Logistic_Regression,0.744868035191,0.744868035191
Logistic_Regression,0.747058823529,0.747058823529
Logistic_Regression,0.749262536873,0.749262536873
Logistic_Regression,0.751479289941,0.751479289941
Logistic_Regression,0.753709198813,0.753709198813
Logistic_Regression,0.752976190476,0.752976190476
Logistic_Regression,0.75223880597,0.75223880597
Logistic_Regression,0.751497005988,0.751497005988
Logistic_Regression,0.750750750751,0.750750750751
Logistic_Regression,0.753012048193,0.753012048193
Logistic_Regression,0.755287009063,0.755287009063
Logistic_Regression,0.754545454545,0.754545454545
Logistic_Regression,0.756838905775,0.756838905775
Logistic_Regression,0.759146341463,0.759146341463
Logistic_Regression,0.758409785933,0.758409785933
Logistic_Regression,0.760736196319,0.760736196319
Logistic_Regression,0.76,0.76
Logistic_Regression,0.762345679012,0.762345679012
Logistic_Regression,0.761609907121,0.761609907121
Logistic_Regression,0.760869565217,0.760869565217
Logistic_Regression,0.760124610592,0.760124610592
Logistic_Regression,0.759375,0.759375
Logistic_Regression,0.761755485893,0.761755485893
Logistic_Regression,0.764150943396,0.764150943396
Logistic_Regression,0.766561514196,0.766561514196
Logistic_Regression,0.768987341772,0.768987341772
Logistic_Regression,0.771428571429,0.771428571429
Logistic_Regression,0.773885350318,0.773885350318
Logistic_Regression,0.776357827476,0.776357827476
Logistic_Regression,0.778846153846,0.778846153846
Logistic_Regression,0.778135048232,0.778135048232
Logistic_Regression,0.78064516129,0.78064516129
Logistic_Regression,0.779935275081,0.779935275081
Logistic_Regression,0.782467532468,0.782467532468
Logistic_Regression,0.785016286645,0.785016286645
Logistic_Regression,0.787581699346,0.787581699346
Logistic_Regression,0.790163934426,0.790163934426
Logistic_Regression,0.789473684211,0.789473684211
Logistic_Regression,0.788778877888,0.788778877888
Logistic_Regression,0.791390728477,0.791390728477
Logistic_Regression,0.794019933555,0.794019933555
Logistic_Regression,0.796666666667,0.796666666667
Logistic_Regression,0.799331103679,0.799331103679
Logistic_Regression,0.798657718121,0.798657718121
Logistic_Regression,0.79797979798,0.79797979798
Logistic_Regression,0.797297297297,0.797297297297
Logistic_Regression,0.8,0.8
Logistic_Regression,0.802721088435,0.802721088435
Logistic_Regression,0.805460750853,0.805460750853
Logistic_Regression,0.804794520548,0.804794520548
Logistic_Regression,0.807560137457,0.807560137457
Logistic_Regression,0.806896551724,0.806896551724
Logistic_Regression,0.806228373702,0.806228373702
Logistic_Regression,0.809027777778,0.809027777778
Logistic_Regression,0.811846689895,0.811846689895
Logistic_Regression,0.811188811189,0.811188811189
Logistic_Regression,0.814035087719,0.814035087719
Logistic_Regression,0.816901408451,0.816901408451
Logistic_Regression,0.819787985866,0.819787985866
Logistic_Regression,0.81914893617,0.81914893617
Logistic_Regression,0.82206405694,0.82206405694
Logistic_Regression,0.821428571429,0.821428571429
Logistic_Regression,0.820788530466,0.820788530466
Logistic_Regression,0.823741007194,0.823741007194
Logistic_Regression,0.826714801444,0.826714801444
Logistic_Regression,0.829710144928,0.829710144928
Logistic_Regression,0.832727272727,0.832727272727
Logistic_Regression,0.835766423358,0.835766423358
Logistic_Regression,0.838827838828,0.838827838828
Logistic_Regression,0.841911764706,0.841911764706
Logistic_Regression,0.841328413284,0.841328413284
Logistic_Regression,0.844444444444,0.844444444444
Logistic_Regression,0.843866171004,0.843866171004
Logistic_Regression,0.847014925373,0.847014925373
Logistic_Regression,0.850187265918,0.850187265918
Logistic_Regression,0.853383458647,0.853383458647
Logistic_Regression,0.856603773585,0.856603773585
Logistic_Regression,0.856060606061,0.856060606061
Logistic_Regression,0.855513307985,0.855513307985
Logistic_Regression,0.854961832061,0.854961832061
Logistic_Regression,0.854406130268,0.854406130268
Logistic_Regression,0.853846153846,0.853846153846
Logistic_Regression,0.853281853282,0.853281853282
